ID,Timestamp,Zone,Hour,Weekday,Outdoor Temperature (°F),Expected Occupancy,Expected Energy Consumption (kwh),Actual Energy Consumption (kwh),Wasted?
107,2026-06-17T15:00:00,B-Wing Bathrooms,15,6,75.2,0,2.9,3.26,0
108,2026-06-17T15:00:00,Cafeteria,15,6,75.2,0,10.5,11.09,0
109,2026-06-17T15:00:00,Gym,15,6,75.2,0,11.2,9.65,0
110,2026-06-17T15:00:00,Auditorium,15,6,75.2,0,7.2,6.4,0
111,2026-06-17T15:00:00,Science Lab,15,6,75.2,0,8.9,9.24,0
112,2026-06-17T15:00:00,Library,15,6,75.2,0,6.5,7.52,0
113,2026-06-18T16:00:00,A-Wing Classrooms,16,6,83.6,0,9.43,10.66,0
114,2026-06-18T16:00:00,B-Wing Bathrooms,16,6,83.6,0,4.13,4.62,0
115,2026-06-18T16:00:00,Cafeteria,16,6,83.6,0,11.73,10.39,0
116,2026-06-18T16:00:00,Gym,16,6,83.6,0,12.43,11.28,0
117,2026-06-18T16:00:00,Auditorium,16,6,83.6,0,8.43,8.19,0
118,2026-06-18T16:00:00,Science Lab,16,6,83.6,0,10.13,10.96,0
119,2026-06-18T16:00:00,Library,16,6,83.6,0,7.73,7.79,0
120,2026-06-18T17:00:00,A-Wing Classrooms,17,6,79.8,0,8.6,8.91,0
121,2026-06-18T17:00:00,B-Wing Bathrooms,17,6,79.8,0,3.3,3.59,0
122,2026-06-18T17:00:00,Cafeteria,17,6,79.8,0,10.9,11.31,0
123,2026-06-18T17:00:00,Gym,17,6,79.8,0,11.6,10.26,0
124,2026-06-18T17:00:00,Auditorium,17,6,79.8,0,7.6,6.41,0
125,2026-06-18T17:00:00,Science Lab,17,6,79.8,0,9.3,9.8,0
126,2026-06-18T17:00:00,Library,17,6,79.8,0,6.9,5.95,0
127,2026-06-18T18:00:00,A-Wing Classrooms,18,6,83.6,0,9.43,11.29,0
128,2026-06-18T18:00:00,B-Wing Bathrooms,18,6,83.6,0,4.13,4.13,0
129,2026-06-18T18:00:00,Cafeteria,18,6,83.6,0,11.73,10.69,0
130,2026-06-18T18:00:00,Gym,18,6,83.6,0,12.43,11.72,0
131,2026-06-18T18:00:00,Auditorium,18,6,83.6,0,8.43,8.45,0
132,2026-06-18T18:00:00,Science Lab,18,6,83.6,0,10.13,10.09,0
133,2026-06-18T18:00:00,Library,18,6,83.6,0,7.73,8.37,0
134,2026-06-18T19:00:00,A-Wing Classrooms,19,6,87.0,0,10.18,9.49,0
135,2026-06-18T19:00:00,B-Wing Bathrooms,19,6,87.0,0,4.88,4.93,0
136,2026-06-18T19:00:00,Cafeteria,19,6,87.0,0,12.48,13.3,0
137,2026-06-18T19:00:00,Gym,19,6,87.0,0,13.18,11.94,0
138,2026-06-18T19:00:00,Auditorium,19,6,87.0,0,9.18,9.37,0
139,2026-06-18T19:00:00,Science Lab,19,6,87.0,0,10.88,10.66,0
140,2026-06-18T19:00:00,Library,19,6,87.0,0,8.48,9.27,0
141,2026-06-19T20:00:00,A-Wing Classrooms,20,6,81.3,0,8.93,8.27,0
142,2026-06-19T20:00:00,B-Wing Bathrooms,20,6,81.3,0,3.63,4.64,0
143,2026-06-19T20:00:00,Cafeteria,20,6,81.3,0,11.23,11.21,0
144,2026-06-19T20:00:00,Gym,20,6,81.3,0,11.93,11.73,0
145,2026-06-19T20:00:00,Auditorium,20,6,81.3,0,7.93,8.48,0
146,2026-06-19T20:00:00,Science Lab,20,6,81.3,0,9.63,9.54,0
147,2026-06-19T20:00:00,Library,20,6,81.3,0,7.23,5.27,0
148,2026-06-19T21:00:00,A-Wing Classrooms,21,6,85.7,0,9.88,11.11,0
149,2026-06-19T21:00:00,B-Wing Bathrooms,21,6,85.7,0,4.58,4.65,0
150,2026-06-19T21:00:00,Cafeteria,21,6,85.7,0,12.18,11.11,0
151,2026-06-19T21:00:00,Gym,21,6,85.7,0,12.88,12.45,0
152,2026-06-19T21:00:00,Auditorium,21,6,85.7,0,8.88,9.41,0
153,2026-06-19T21:00:00,Science Lab,21,6,85.7,0,10.58,11.21,0
154,2026-06-19T21:00:00,Library,21,6,85.7,0,8.18,8.41,0
155,2026-06-19T22:00:00,A-Wing Classrooms,22,6,79.0,0,8.41,7.4,0
156,2026-06-19T22:00:00,B-Wing Bathrooms,22,6,79.0,0,3.11,2.92,0
157,2026-06-19T22:00:00,Cafeteria,22,6,79.0,0,10.71,11.61,0
158,2026-06-19T22:00:00,Gym,22,6,79.0,0,11.41,11.67,0
159,2026-06-19T22:00:00,Auditorium,22,6,79.0,0,7.41,7.11,0
160,2026-06-19T22:00:00,Science Lab,22,6,79.0,0,9.11,8.94,0
161,2026-06-19T22:00:00,Library,22,6,79.0,0,6.71,6.29,0
162,2026-06-19T23:00:00,A-Wing Classrooms,23,6,84.9,0,9.72,9.61,0
163,2026-06-19T23:00:00,B-Wing Bathrooms,23,6,84.9,0,4.42,3.49,0
164,2026-06-19T23:00:00,Cafeteria,23,6,84.9,0,12.02,12.56,0
165,2026-06-19T23:00:00,Gym,23,6,84.9,0,12.72,13.28,0
166,2026-06-19T23:00:00,Auditorium,23,6,84.9,0,8.72,8.35,0
167,2026-06-19T23:00:00,Science Lab,23,6,84.9,0,10.42,12.31,0
168,2026-06-19T23:00:00,Library,23,6,84.9,0,8.02,8.77,0
169,2026-06-14T00:00:00,A-Wing Classrooms,0,0,83.9,0,9.49,8.37,0
170,2026-06-14T00:00:00,B-Wing Bathrooms,0,0,83.9,0,4.19,4.25,0
171,2026-06-14T00:00:00,Cafeteria,0,0,83.9,0,11.79,12.8,0
172,2026-06-14T00:00:00,Gym,0,0,83.9,0,12.49,12.15,0
173,2026-06-14T00:00:00,Auditorium,0,0,83.9,0,8.49,7.65,0
174,2026-06-14T00:00:00,Science Lab,0,0,83.9,0,10.19,9.87,0
175,2026-06-14T00:00:00,Library,0,0,83.9,0,7.79,9.34,0
176,2026-06-14T01:00:00,A-Wing Classrooms,1,0,83.7,0,9.46,10.09,0
177,2026-06-14T01:00:00,B-Wing Bathrooms,1,0,83.7,0,4.16,4.34,0
178,2026-06-14T01:00:00,Cafeteria,1,0,83.7,0,11.76,11.26,0
179,2026-06-14T01:00:00,Gym,1,0,83.7,0,12.46,12.83,0
180,2026-06-14T01:00:00,Auditorium,1,0,83.7,0,8.46,8.97,0
181,2026-06-14T01:00:00,Science Lab,1,0,83.7,0,10.16,10.45,0
182,2026-06-14T01:00:00,Library,1,0,83.7,0,7.76,6.72,0
183,2026-06-14T02:00:00,A-Wing Classrooms,2,0,87.2,0,10.22,9.81,0
184,2026-06-14T02:00:00,B-Wing Bathrooms,2,0,87.2,0,4.92,4.4,0
185,2026-06-14T02:00:00,Cafeteria,2,0,87.2,0,12.52,12.89,0
186,2026-06-14T02:00:00,Gym,2,0,87.2,0,13.22,11.85,0
187,2026-06-14T02:00:00,Auditorium,2,0,87.2,0,9.22,8.25,0
188,2026-06-14T02:00:00,Science Lab,2,0,87.2,0,10.92,11.49,0
189,2026-06-14T02:00:00,Library,2,0,87.2,0,8.52,8.62,0
190,2026-06-14T03:00:00,A-Wing Classrooms,3,0,86.8,0,10.14,9.32,0
191,2026-06-14T03:00:00,B-Wing Bathrooms,3,0,86.8,0,4.84,5.29,0
192,2026-06-14T03:00:00,Cafeteria,3,0,86.8,0,12.44,11.49,0
193,2026-06-14T03:00:00,Gym,3,0,86.8,0,13.14,12.28,0
194,2026-06-14T03:00:00,Auditorium,3,0,86.8,0,9.14,9.04,0
195,2026-06-14T03:00:00,Science Lab,3,0,86.8,0,10.84,9.49,0
196,2026-06-14T03:00:00,Library,3,0,86.8,0,8.44,9.01,0
197,2026-06-15T04:00:00,A-Wing Classrooms,4,0,79.4,0,8.5,8.66,0
198,2026-06-15T04:00:00,B-Wing Bathrooms,4,0,79.4,0,3.2,3.64,0
199,2026-06-15T04:00:00,Cafeteria,4,0,79.4,0,10.8,11.5,0
200,2026-06-15T04:00:00,Gym,4,0,79.4,0,11.5,10.41,0
201,2026-06-20T19:00:00,Auditorium,19,5,88.2,1,14.20,148.60,1
